category,email,item_id,item_name,item_type,Sum of line_amount_cad,Sum of quantity,Sum of time_spent_min,Sum of total_bill_amount,Year,Quarter,Month,Day,transaction_id,Sum of unit_price_cad
Mains,mila.zhang95@outlook.com,F009,Fish Tacos,food,16.49,1,110,180.45,2025,Qtr 3,August,10,T003468,16.49
Mains,noah.chen294@gmail.com,F001,Classic Burger,food,17.99,1,189,73.42,2025,Qtr 1,March,25,T001662,17.99
Mains,noah.chen294@gmail.com,F001,Classic Burger,food,17.99,1,108,147.99,2025,Qtr 3,July,12,T003042,17.99
Mains,noah.chen294@gmail.com,F001,Classic Burger,food,17.99,1,113,37.96,2025,Qtr 3,September,10,T003952,17.99
Mains,noah.chen294@gmail.com,F004,Mac & Cheese,food,14.49,1,96,93.91,2025,Qtr 1,February,2,T001141,14.49
Mains,noah.chen294@gmail.com,F004,Mac & Cheese,food,14.49,1,108,147.99,2025,Qtr 3,July,12,T003042,14.49
Mains,noah.chen294@gmail.com,F005,BBQ Ribs Half Rack,food,23.99,1,83,80.45,2025,Qtr 1,February,22,T001316,23.99
Mains,noah.chen294@gmail.com,F005,BBQ Ribs Half Rack,food,23.99,1,108,147.99,2025,Qtr 3,July,12,T003042,23.99
Mains,noah.chen294@gmail.com,F007,Veggie Pizza,food,18.99,1,157,75.46,2024,Qtr 4,November,11,T000178,18.99
Mains,noah.chen294@gmail.com,F007,Veggie Pizza,food,18.99,1,83,80.45,2025,Qtr 1,February,22,T001316,18.99
Mains,noah.chen294@gmail.com,F009,Fish Tacos,food,16.49,1,42,121,2025,Qtr 2,May,3,T002118,16.49
Mains,noah.lau217@hotmail.com,F001,Classic Burger,food,17.99,1,121,79.46,2024,Qtr 4,December,25,T000757,17.99
Mains,noah.lau217@hotmail.com,F001,Classic Burger,food,17.99,1,68,129.4,2025,Qtr 2,April,25,T002013,17.99
Mains,noah.lau217@hotmail.com,F005,BBQ Ribs Half Rack,food,23.99,1,91,144.23,2025,Qtr 3,August,13,T003518,23.99
Mains,noah.lau217@hotmail.com,F007,Veggie Pizza,food,18.99,1,78,55.27,2024,Qtr 4,December,24,T000744,18.99
Mains,noah.lau217@hotmail.com,F007,Veggie Pizza,food,18.99,1,50,22.48,2025,Qtr 2,May,31,T002442,18.99
Mains,noah.lau217@hotmail.com,F008,Steak Sandwich,food,21.49,1,68,129.4,2025,Qtr 2,April,25,T002013,21.49
Mains,noah.lau217@hotmail.com,F009,Fish Tacos,food,16.49,1,80,19.48,2025,Qtr 2,May,14,T002255,16.49
Mains,noah.lau217@hotmail.com,F009,Fish Tacos,food,32.98,2,240,209.42,2025,Qtr 3,September,25,T004106,32.98
Mains,noah.li242@yahoo.com,F001,Classic Burger,food,17.99,1,38,150.92,2025,Qtr 2,April,5,T001788,17.99
Mains,noah.li242@yahoo.com,F001,Classic Burger,food,35.98,2,191,104.94,2025,Qtr 3,August,25,T003709,17.99
Mains,noah.li242@yahoo.com,F004,Mac & Cheese,food,14.49,1,111,116.51,2024,Qtr 4,December,30,T000848,14.49
Mains,noah.li242@yahoo.com,F004,Mac & Cheese,food,28.98,2,163,90.22,2025,Qtr 3,September,28,T004160,14.49
Mains,noah.li242@yahoo.com,F005,BBQ Ribs Half Rack,food,23.99,1,38,150.92,2025,Qtr 2,April,5,T001788,23.99
Mains,noah.li242@yahoo.com,F007,Veggie Pizza,food,18.99,1,108,188.4,2024,Qtr 4,November,19,T000255,18.99
Mains,noah.li242@yahoo.com,F007,Veggie Pizza,food,18.99,1,143,118.44,2025,Qtr 1,January,11,T000947,18.99
Mains,noah.li242@yahoo.com,F007,Veggie Pizza,food,18.99,1,38,150.92,2025,Qtr 2,April,5,T001788,18.99
Mains,noah.li242@yahoo.com,F008,Steak Sandwich,food,21.49,1,108,188.4,2024,Qtr 4,November,19,T000255,21.49
Mains,noah.li242@yahoo.com,F008,Steak Sandwich,food,21.49,1,143,118.44,2025,Qtr 1,January,11,T000947,21.49
Mains,noah.li242@yahoo.com,F008,Steak Sandwich,food,21.49,1,134,80.95,2025,Qtr 1,March,5,T001431,21.49
Mains,noah.li242@yahoo.com,F009,Fish Tacos,food,16.49,1,38,150.92,2025,Qtr 2,April,5,T001788,16.49
Mains,noah.li242@yahoo.com,F009,Fish Tacos,food,16.49,1,130,79.97,2025,Qtr 2,April,15,T001911,16.49
Mains,noah.li458@outlook.com,F001,Classic Burger,food,17.99,1,165,104.42,2025,Qtr 1,January,23,T001054,17.99
Mains,noah.li458@outlook.com,F001,Classic Burger,food,17.99,1,108,135.36,2025,Qtr 3,July,29,T003300,17.99
Mains,noah.li458@outlook.com,F001,Classic Burger,food,17.99,1,88,100.7,2025,Qtr 3,September,1,T003819,17.99
Mains,noah.li458@outlook.com,F004,Mac & Cheese,food,28.98,2,330,208.84,2025,Qtr 1,January,23,T001054,28.98
Mains,noah.li458@outlook.com,F004,Mac & Cheese,food,14.49,1,36,107.37,2025,Qtr 2,April,15,T001912,14.49
Mains,noah.li458@outlook.com,F004,Mac & Cheese,food,28.98,2,176,201.4,2025,Qtr 3,September,1,T003819,28.98
Mains,noah.li458@outlook.com,F005,BBQ Ribs Half Rack,food,23.99,1,162,169.41,2024,Qtr 4,December,8,T000512,23.99
Mains,noah.li458@outlook.com,F005,BBQ Ribs Half Rack,food,23.99,1,53,108.94,2025,Qtr 1,March,8,T001465,23.99
Mains,noah.li458@outlook.com,F007,Veggie Pizza,food,18.99,1,137,41.47,2025,Qtr 1,February,8,T001203,18.99
Mains,noah.li458@outlook.com,F007,Veggie Pizza,food,18.99,1,36,107.37,2025,Qtr 2,April,15,T001912,18.99
Mains,noah.li458@outlook.com,F009,Fish Tacos,food,16.49,1,162,169.41,2024,Qtr 4,December,8,T000512,16.49
Mains,noah.li458@outlook.com,F009,Fish Tacos,food,16.49,1,172,32.47,2025,Qtr 2,April,25,T002015,16.49
Mains,noah.li458@outlook.com,F009,Fish Tacos,food,16.49,1,108,135.36,2025,Qtr 3,July,29,T003300,16.49
Mains,noah.li458@outlook.com,F009,Fish Tacos,food,16.49,1,88,100.7,2025,Qtr 3,September,1,T003819,16.49
Mains,noah.rodriguez480@yahoo.com,F001,Classic Burger,food,17.99,1,94,64.95,2025,Qtr 2,May,27,T002404,17.99
Mains,noah.rodriguez480@yahoo.com,F005,BBQ Ribs Half Rack,food,23.99,1,164,76.92,2025,Qtr 1,January,19,T001028,23.99
Mains,noah.rodriguez480@yahoo.com,F008,Steak Sandwich,food,21.49,1,68,113.45,2025,Qtr 3,August,26,T003713,21.49
Mains,noah.wilson1@yahoo.com,F001,Classic Burger,food,17.99,1,91,133.39,2024,Qtr 4,November,1,T000050,17.99
Mains,noah.wilson1@yahoo.com,F001,Classic Burger,food,35.98,2,145,144.41,2025,Qtr 1,February,2,T001142,17.99
Mains,noah.wilson1@yahoo.com,F001,Classic Burger,food,17.99,1,110,128.91,2025,Qtr 1,February,4,T001159,17.99
Mains,noah.wilson1@yahoo.com,F005,BBQ Ribs Half Rack,food,23.99,1,145,144.41,2025,Qtr 1,February,2,T001142,23.99
Mains,nora.huang38@yahoo.com,F008,Steak Sandwich,food,21.49,1,114,192.66,2025,Qtr 1,January,24,T001063,21.49
Mains,nora.huang38@yahoo.com,F009,Fish Tacos,food,16.49,1,114,192.66,2025,Qtr 1,January,24,T001063,16.49
Mains,nora.huang38@yahoo.com,F009,Fish Tacos,food,49.47,3,90,109.39,2025,Qtr 2,June,15,T002673,16.49
Mains,nora.kowalski478@icloud.com,F001,Classic Burger,food,35.98,2,184,307.84,2025,Qtr 1,February,5,T001169,35.98
Mains,nora.kowalski478@icloud.com,F001,Classic Burger,food,17.99,1,96,166.41,2025,Qtr 2,June,21,T002754,17.99
Mains,nora.kowalski478@icloud.com,F004,Mac & Cheese,food,14.49,1,102,74.77,2025,Qtr 4,October,12,T004322,14.49
Mains,nora.kowalski478@icloud.com,F005,BBQ Ribs Half Rack,food,23.99,1,100,129.22,2024,Qtr 4,November,10,T000168,23.99
Mains,nora.kowalski478@icloud.com,F007,Veggie Pizza,food,18.99,1,92,153.92,2025,Qtr 1,February,5,T001169,18.99
Mains,nora.kowalski478@icloud.com,F008,Steak Sandwich,food,21.49,1,100,129.22,2024,Qtr 4,November,10,T000168,21.49
Mains,nora.kowalski478@icloud.com,F008,Steak Sandwich,food,42.98,2,33,69.95,2025,Qtr 1,January,5,T000904,21.49
Mains,nora.kowalski478@icloud.com,F009,Fish Tacos,food,32.98,2,200,258.44,2024,Qtr 4,November,10,T000168,32.98
Mains,nora.kowalski478@icloud.com,F009,Fish Tacos,food,16.49,1,92,70.97,2025,Qtr 2,June,30,T002887,16.49
Mains,nora.li395@yahoo.com,F004,Mac & Cheese,food,14.49,1,30,75.76,2025,Qtr 2,June,29,T002875,14.49
Mains,nora.li395@yahoo.com,F005,BBQ Ribs Half Rack,food,23.99,1,132,174.38,2025,Qtr 1,March,23,T001631,23.99
Mains,nora.li395@yahoo.com,F009,Fish Tacos,food,16.49,1,152,117.23,2025,Qtr 3,September,9,T003940,16.49
Mains,nora.lopez296@icloud.com,F001,Classic Burger,food,17.99,1,141,158.93,2025,Qtr 1,March,16,T001570,17.99
Mains,nora.lopez296@icloud.com,F001,Classic Burger,food,17.99,1,110,117.9,2025,Qtr 2,May,7,T002174,17.99
Mains,nora.lopez296@icloud.com,F004,Mac & Cheese,food,14.49,1,81,67.94,2024,Qtr 4,December,28,T000812,14.49
Mains,nora.lopez296@icloud.com,F004,Mac & Cheese,food,14.49,1,129,48.46,2025,Qtr 2,June,17,T002692,14.49
Mains,nora.lopez296@icloud.com,F004,Mac & Cheese,food,14.49,1,86,63.98,2025,Qtr 3,August,24,T003675,14.49
Mains,nora.lopez296@icloud.com,F004,Mac & Cheese,food,14.49,1,34,20.77,2025,Qtr 4,October,11,T004310,14.49
Mains,nora.lopez296@icloud.com,F005,BBQ Ribs Half Rack,food,23.99,1,108,110.43,2025,Qtr 1,February,15,T001259,23.99
Mains,nora.lopez296@icloud.com,F005,BBQ Ribs Half Rack,food,23.99,1,129,48.46,2025,Qtr 2,June,17,T002692,23.99
Mains,nora.lopez296@icloud.com,F008,Steak Sandwich,food,21.49,1,141,158.93,2025,Qtr 1,March,16,T001570,21.49
Mains,nora.lopez296@icloud.com,F008,Steak Sandwich,food,21.49,1,128,77.95,2025,Qtr 2,April,6,T001808,21.49
Mains,nora.lopez296@icloud.com,F008,Steak Sandwich,food,21.49,1,85,108.81,2025,Qtr 2,May,19,T002320,21.49
Mains,nora.lopez296@icloud.com,F009,Fish Tacos,food,16.49,1,128,77.95,2025,Qtr 2,April,6,T001808,16.49
Mains,nora.lopez296@icloud.com,F009,Fish Tacos,food,16.49,1,85,108.81,2025,Qtr 2,May,19,T002320,16.49
Mains,nora.macdonald57@icloud.com,F001,Classic Burger,food,17.99,1,77,97.43,2024,Qtr 4,December,9,T000532,17.99
Mains,nora.macdonald57@icloud.com,F001,Classic Burger,food,17.99,1,90,147.41,2025,Qtr 3,July,1,T002907,17.99
Mains,nora.macdonald57@icloud.com,F001,Classic Burger,food,17.99,1,158,123.92,2025,Qtr 3,July,29,T003311,17.99
Mains,nora.macdonald57@icloud.com,F004,Mac & Cheese,food,14.49,1,90,147.41,2025,Qtr 3,July,1,T002907,14.49
Mains,nora.macdonald57@icloud.com,F005,BBQ Ribs Half Rack,food,23.99,1,143,71.44,2025,Qtr 2,May,14,T002259,23.99
Mains,nora.macdonald57@icloud.com,F005,BBQ Ribs Half Rack,food,23.99,1,96,134.86,2025,Qtr 2,June,28,T002854,23.99
Mains,nora.macdonald57@icloud.com,F007,Veggie Pizza,food,18.99,1,78,76.95,2024,Qtr 4,December,26,T000779,18.99
Mains,nora.macdonald57@icloud.com,F007,Veggie Pizza,food,37.98,2,192,269.72,2025,Qtr 2,June,28,T002854,37.98
Mains,nora.macdonald57@icloud.com,F007,Veggie Pizza,food,37.98,2,90,147.41,2025,Qtr 3,July,1,T002907,18.99
Mains,nora.macdonald57@icloud.com,F008,Steak Sandwich,food,21.49,1,30,81.73,2025,Qtr 2,April,17,T001928,21.49
Mains,nora.macdonald57@icloud.com,F009,Fish Tacos,food,16.49,1,133,39.97,2025,Qtr 2,May,23,T002361,16.49
Mains,nora.macdonald57@icloud.com,F009,Fish Tacos,food,16.49,1,158,123.92,2025,Qtr 3,July,29,T003311,16.49
Mains,nora.martin462@outlook.com,F001,Classic Burger,food,17.99,1,105,53.95,2024,Qtr 4,December,4,T000454,17.99
Mains,nora.martin462@outlook.com,F001,Classic Burger,food,17.99,1,84,98.25,2025,Qtr 1,January,25,T001071,17.99
Mains,nora.martin462@outlook.com,F004,Mac & Cheese,food,14.49,1,121,28.25,2025,Qtr 3,August,22,T003644,14.49
Mains,nora.martin462@outlook.com,F005,BBQ Ribs Half Rack,food,23.99,1,160,209.87,2024,Qtr 4,December,15,T000628,23.99
Mains,nora.martin462@outlook.com,F007,Veggie Pizza,food,37.98,2,320,419.74,2024,Qtr 4,December,15,T000628,37.98
Mains,nora.martin462@outlook.com,F007,Veggie Pizza,food,18.99,1,39,94.94,2025,Qtr 3,July,26,T003260,18.99
Mains,nora.martin462@outlook.com,F008,Steak Sandwich,food,42.98,2,39,94.94,2025,Qtr 3,July,26,T003260,21.49
Mains,nora.martin462@outlook.com,F009,Fish Tacos,food,16.49,1,39,94.94,2025,Qtr 3,July,26,T003260,16.49
Mains,nora.patel34@outlook.com,F004,Mac & Cheese,food,14.49,1,125,133.92,2024,Qtr 4,November,9,T000136,14.49
Mains,nora.patel34@outlook.com,F005,BBQ Ribs Half Rack,food,23.99,1,125,197.21,2025,Qtr 1,January,18,T001009,23.99
Mains,nora.patel34@outlook.com,F007,Veggie Pizza,food,18.99,1,124,204.17,2024,Qtr 4,November,16,T000227,18.99
Mains,nora.patel34@outlook.com,F009,Fish Tacos,food,16.49,1,103,106.25,2025,Qtr 2,May,18,T002317,16.49
Mains,nora.patel79@yahoo.com,F001,Classic Burger,food,17.99,1,94,201.39,2025,Qtr 3,August,11,T003483,17.99
Mains,nora.patel79@yahoo.com,F005,BBQ Ribs Half Rack,food,47.98,2,94,201.39,2025,Qtr 3,August,11,T003483,23.99
Mains,nora.smith2@yahoo.com,F001,Classic Burger,food,17.99,1,50,63.45,2024,Qtr 4,November,30,T000381,17.99
Mains,nora.smith2@yahoo.com,F001,Classic Burger,food,17.99,1,115,101.92,2025,Qtr 3,August,1,T003336,17.99
Mains,nora.smith2@yahoo.com,F004,Mac & Cheese,food,14.49,1,96,206.37,2025,Qtr 3,August,3,T003378,14.49
Mains,nora.smith2@yahoo.com,F005,BBQ Ribs Half Rack,food,23.99,1,86,166.91,2025,Qtr 1,March,2,T001402,23.99
Mains,nora.smith2@yahoo.com,F005,BBQ Ribs Half Rack,food,23.99,1,132,139.23,2025,Qtr 3,August,17,T003577,23.99
Mains,nora.smith2@yahoo.com,F005,BBQ Ribs Half Rack,food,47.98,2,52,158.42,2025,Qtr 3,September,21,T004062,23.99
Mains,nora.smith2@yahoo.com,F007,Veggie Pizza,food,37.98,2,140,80.97,2025,Qtr 2,April,14,T001901,18.99
Mains,nora.smith2@yahoo.com,F007,Veggie Pizza,food,18.99,1,132,139.23,2025,Qtr 3,August,17,T003577,18.99
Mains,nora.smith2@yahoo.com,F009,Fish Tacos,food,16.49,1,86,166.91,2025,Qtr 1,March,2,T001402,16.49
Mains,nora.smith2@yahoo.com,F009,Fish Tacos,food,16.49,1,81,117.9,2025,Qtr 2,May,20,T002333,16.49
Mains,nora.thompson365@yahoo.com,F001,Classic Burger,food,17.99,1,113,109.91,2025,Qtr 3,August,10,T003482,17.99
Mains,nora.thompson365@yahoo.com,F004,Mac & Cheese,food,14.49,1,148,151.7,2025,Qtr 3,September,22,T004070,14.49
Mains,nora.thompson365@yahoo.com,F005,BBQ Ribs Half Rack,food,23.99,1,115,147.68,2025,Qtr 2,May,31,T002447,23.99
Mains,nora.thompson365@yahoo.com,F005,BBQ Ribs Half Rack,food,23.99,1,78,91.45,2025,Qtr 3,July,19,T003133,23.99
Mains,nora.thompson365@yahoo.com,F008,Steak Sandwich,food,21.49,1,78,91.45,2025,Qtr 3,July,19,T003133,21.49
Mains,nora.thompson365@yahoo.com,F009,Fish Tacos,food,16.49,1,95,81.93,2025,Qtr 3,July,22,T003186,16.49
Mains,nora.thompson365@yahoo.com,F009,Fish Tacos,food,16.49,1,113,109.91,2025,Qtr 3,August,10,T003482,16.49
Mains,nora.thompson365@yahoo.com,F009,Fish Tacos,food,16.49,1,148,151.7,2025,Qtr 3,September,22,T004070,16.49
Mains,nora.thompson365@yahoo.com,F009,Fish Tacos,food,16.49,1,122,55.78,2025,Qtr 3,September,23,T004089,16.49
Mains,nora.zhang360@icloud.com,F001,Classic Burger,food,17.99,1,98,125.95,2024,Qtr 4,December,26,T000777,17.99
Mains,nora.zhang360@icloud.com,F001,Classic Burger,food,17.99,1,118,178.4,2025,Qtr 1,March,23,T001634,17.99
Mains,nora.zhang360@icloud.com,F001,Classic Burger,food,35.98,2,294,337.34,2025,Qtr 2,May,24,T002372,35.98
Mains,nora.zhang360@icloud.com,F004,Mac & Cheese,food,14.49,1,105,102.89,2024,Qtr 4,December,5,T000464,14.49
Mains,nora.zhang360@icloud.com,F005,BBQ Ribs Half Rack,food,23.99,1,71,83.54,2025,Qtr 1,March,23,T001642,23.99
Mains,nora.zhang360@icloud.com,F007,Veggie Pizza,food,18.99,1,118,178.4,2025,Qtr 1,March,23,T001634,18.99
Mains,nora.zhang360@icloud.com,F007,Veggie Pizza,food,18.99,1,91,65.46,2025,Qtr 1,March,27,T001692,18.99
Mains,nora.zhang360@icloud.com,F007,Veggie Pizza,food,18.99,1,115,71.96,2025,Qtr 2,June,20,T002731,18.99
Mains,nora.zhang360@icloud.com,F008,Steak Sandwich,food,21.49,1,98,125.95,2024,Qtr 4,December,26,T000777,21.49
Mains,oliver.gonzalez236@icloud.com,F001,Classic Burger,food,17.99,1,139,206.96,2025,Qtr 3,August,14,T003537,17.99
Mains,oliver.gonzalez236@icloud.com,F004,Mac & Cheese,food,14.49,1,112,160.71,2025,Qtr 1,March,16,T001559,14.49
Mains,oliver.gonzalez236@icloud.com,F005,BBQ Ribs Half Rack,food,23.99,1,63,46.27,2024,Qtr 4,November,21,T000269,23.99
Mains,oliver.gonzalez236@icloud.com,F005,BBQ Ribs Half Rack,food,23.99,1,59,70.45,2024,Qtr 4,December,10,T000535,23.99
Mains,oliver.gonzalez236@icloud.com,F005,BBQ Ribs Half Rack,food,23.99,1,117,116.55,2025,Qtr 2,June,22,T002762,23.99
Mains,oliver.gonzalez236@icloud.com,F007,Veggie Pizza,food,18.99,1,143,83.42,2024,Qtr 4,December,11,T000558,18.99
Mains,oliver.gonzalez236@icloud.com,F007,Veggie Pizza,food,18.99,1,178,75.93,2025,Qtr 2,April,27,T002044,18.99
Mains,oliver.gonzalez236@icloud.com,F008,Steak Sandwich,food,21.49,1,45,51.98,2025,Qtr 1,January,17,T000988,21.49
Mains,oliver.gonzalez236@icloud.com,F008,Steak Sandwich,food,42.98,2,224,321.42,2025,Qtr 1,March,16,T001559,42.98
Mains,oliver.gonzalez236@icloud.com,F008,Steak Sandwich,food,21.49,1,139,206.96,2025,Qtr 3,August,14,T003537,21.49
Mains,oliver.gonzalez236@icloud.com,F009,Fish Tacos,food,16.49,1,59,70.45,2024,Qtr 4,December,10,T000535,16.49
Mains,oliver.gonzalez236@icloud.com,F009,Fish Tacos,food,16.49,1,117,116.55,2025,Qtr 2,June,22,T002762,16.49
Mains,oliver.kowalski251@outlook.com,F001,Classic Burger,food,17.99,1,175,222.4,2025,Qtr 3,July,1,T002902,17.99
Mains,oliver.kowalski251@outlook.com,F004,Mac & Cheese,food,14.49,1,89,44.26,2025,Qtr 1,January,29,T001101,14.49
Mains,oliver.kowalski251@outlook.com,F005,BBQ Ribs Half Rack,food,23.99,1,170,122.21,2025,Qtr 1,February,2,T001147,23.99
Mains,oliver.kowalski251@outlook.com,F005,BBQ Ribs Half Rack,food,47.98,2,260,453.72,2025,Qtr 2,April,30,T002087,47.98
Mains,oliver.kowalski251@outlook.com,F005,BBQ Ribs Half Rack,food,23.99,1,66,76.46,2025,Qtr 2,May,27,T002410,23.99
Mains,oliver.kowalski251@outlook.com,F005,BBQ Ribs Half Rack,food,23.99,1,78,155.38,2025,Qtr 2,June,8,T002558,23.99
Mains,oliver.kowalski251@outlook.com,F005,BBQ Ribs Half Rack,food,23.99,1,175,222.4,2025,Qtr 3,July,1,T002902,23.99
Mains,oliver.kowalski251@outlook.com,F007,Veggie Pizza,food,37.98,2,130,226.86,2025,Qtr 2,April,30,T002087,18.99
Mains,oliver.kowalski251@outlook.com,F007,Veggie Pizza,food,18.99,1,78,155.38,2025,Qtr 2,June,8,T002558,18.99
Mains,oliver.kowalski251@outlook.com,F007,Veggie Pizza,food,18.99,1,108,74.46,2025,Qtr 4,October,12,T004320,18.99
Mains,oliver.kowalski251@outlook.com,F008,Steak Sandwich,food,21.49,1,175,222.4,2025,Qtr 3,July,1,T002902,21.49
Mains,oliver.kowalski251@outlook.com,F009,Fish Tacos,food,16.49,1,66,104.45,2025,Qtr 1,January,28,T001094,16.49
Mains,oliver.kowalski251@outlook.com,F009,Fish Tacos,food,16.49,1,170,122.21,2025,Qtr 1,February,2,T001147,16.49
Mains,oliver.kowalski251@outlook.com,F009,Fish Tacos,food,32.98,2,170,481.64,2025,Qtr 2,April,28,T002056,32.98
Mains,oliver.kowalski251@outlook.com,F009,Fish Tacos,food,32.98,2,184,90.92,2025,Qtr 2,June,5,T002512,32.98
Mains,oliver.martinez342@outlook.com,F004,Mac & Cheese,food,14.49,1,48,88.93,2024,Qtr 4,December,28,T000806,14.49
Mains,oliver.martinez342@outlook.com,F007,Veggie Pizza,food,18.99,1,48,88.93,2024,Qtr 4,December,28,T000806,18.99
Mains,oliver.martinez342@outlook.com,F008,Steak Sandwich,food,21.49,1,104,84.44,2025,Qtr 3,September,1,T003826,21.49
Mains,oliver.su212@yahoo.com,F001,Classic Burger,food,17.99,1,31,118.41,2024,Qtr 4,December,23,T000736,17.99
Mains,oliver.su212@yahoo.com,F001,Classic Burger,food,35.98,2,184,170.94,2025,Qtr 3,September,5,T003882,35.98
Mains,oliver.su212@yahoo.com,F005,BBQ Ribs Half Rack,food,23.99,1,105,108.94,2025,Qtr 2,April,25,T002016,23.99
Mains,oliver.su212@yahoo.com,F005,BBQ Ribs Half Rack,food,23.99,1,109,49.96,2025,Qtr 3,July,14,T003077,23.99
Mains,oliver.su212@yahoo.com,F007,Veggie Pizza,food,18.99,1,31,118.41,2024,Qtr 4,December,23,T000736,18.99
Mains,oliver.su212@yahoo.com,F007,Veggie Pizza,food,18.99,1,73,36.97,2025,Qtr 4,October,13,T004327,18.99
Mains,oliver.su212@yahoo.com,F008,Steak Sandwich,food,21.49,1,31,118.41,2024,Qtr 4,December,23,T000736,21.49
Mains,oliver.su212@yahoo.com,F008,Steak Sandwich,food,21.49,1,105,108.94,2025,Qtr 2,April,25,T002016,21.49
Mains,oliver.su212@yahoo.com,F009,Fish Tacos,food,16.49,1,96,88.95,2024,Qtr 4,November,15,T000211,16.49
Mains,oliver.su212@yahoo.com,F009,Fish Tacos,food,16.49,1,31,118.41,2024,Qtr 4,December,23,T000736,16.49
Mains,oliver.su212@yahoo.com,F009,Fish Tacos,food,16.49,1,105,108.94,2025,Qtr 2,April,25,T002016,16.49
Mains,oliver.wang362@gmail.com,F001,Classic Burger,food,17.99,1,127,217.31,2025,Qtr 4,October,8,T004271,17.99
Mains,oliver.wang362@gmail.com,F001,Classic Burger,food,35.98,2,80,95.75,2025,Qtr 4,October,28,T004499,17.99
Mains,oliver.wang362@gmail.com,F004,Mac & Cheese,food,14.49,1,46,140.71,2025,Qtr 3,July,22,T003188,14.49
Mains,oliver.wang362@gmail.com,F007,Veggie Pizza,food,18.99,1,199,60.96,2024,Qtr 4,November,14,T000196,18.99
Mains,oliver.wang362@gmail.com,F007,Veggie Pizza,food,18.99,1,49,60.97,2025,Qtr 2,April,12,T001875,18.99
Mains,oliver.wang362@gmail.com,F008,Steak Sandwich,food,21.49,1,101,90.26,2025,Qtr 1,January,21,T001038,21.49
Mains,oliver.wang362@gmail.com,F008,Steak Sandwich,food,42.98,2,382,178.88,2025,Qtr 2,April,11,T001856,42.98
Mains,oliver.wang362@gmail.com,F008,Steak Sandwich,food,21.49,1,127,217.31,2025,Qtr 4,October,8,T004271,21.49
Mains,oliver.wang362@gmail.com,F009,Fish Tacos,food,16.49,1,191,89.44,2025,Qtr 2,April,11,T001856,16.49
Mains,oliver.zhang198@hotmail.com,F005,BBQ Ribs Half Rack,food,47.98,2,136,103.42,2025,Qtr 3,August,9,T003456,23.99
Mains,oliver.zhang198@hotmail.com,F007,Veggie Pizza,food,37.98,2,164,110.92,2025,Qtr 3,July,5,T002960,18.99
Mains,oliver.zhang198@hotmail.com,F009,Fish Tacos,food,16.49,1,136,103.42,2025,Qtr 3,August,9,T003456,16.49
Mains,oliver.zhang379@yahoo.com,F004,Mac & Cheese,food,14.49,1,134,27.78,2025,Qtr 2,May,29,T002426,14.49
Mains,oliver.zhang379@yahoo.com,F004,Mac & Cheese,food,14.49,1,40,80.43,2025,Qtr 2,June,10,T002592,14.49
Mains,oliver.zhang379@yahoo.com,F004,Mac & Cheese,food,14.49,1,91,25.97,2025,Qtr 3,August,14,T003535,14.49
Mains,oliver.zhang379@yahoo.com,F007,Veggie Pizza,food,18.99,1,140,44.96,2025,Qtr 1,March,7,T001453,18.99
Mains,oliver.zhang379@yahoo.com,F007,Veggie Pizza,food,37.98,2,186,304.94,2025,Qtr 2,April,24,T002003,37.98
Mains,oliver.zhang379@yahoo.com,F008,Steak Sandwich,food,42.98,2,93,152.47,2025,Qtr 2,April,24,T002003,21.49
Mains,olivia.anderson373@icloud.com,F001,Classic Burger,food,17.99,1,104,33.97,2025,Qtr 2,April,17,T001922,17.99
Mains,olivia.anderson373@icloud.com,F004,Mac & Cheese,food,14.49,1,167,119.42,2025,Qtr 1,March,16,T001562,14.49
Mains,olivia.anderson373@icloud.com,F004,Mac & Cheese,food,14.49,1,86,79.44,2025,Qtr 3,July,10,T003018,14.49
Mains,olivia.anderson373@icloud.com,F007,Veggie Pizza,food,18.99,1,126,66.26,2024,Qtr 4,October,31,T000038,18.99
Mains,olivia.anderson373@icloud.com,F008,Steak Sandwich,food,42.98,2,178,287.42,2024,Qtr 4,December,27,T000786,42.98
Mains,olivia.anderson373@icloud.com,F008,Steak Sandwich,food,21.49,1,86,79.44,2025,Qtr 3,July,10,T003018,21.49
Mains,olivia.brown491@icloud.com,F001,Classic Burger,food,35.98,2,163,96.02,2025,Qtr 3,August,28,T003747,17.99
Mains,olivia.brown491@icloud.com,F004,Mac & Cheese,food,28.98,2,42,82.21,2024,Qtr 4,November,18,T000243,14.49
Mains,olivia.brown491@icloud.com,F004,Mac & Cheese,food,28.98,2,342,252.34,2025,Qtr 1,February,7,T001183,28.98
Mains,olivia.brown491@icloud.com,F004,Mac & Cheese,food,14.49,1,163,96.02,2025,Qtr 3,August,28,T003747,14.49
Mains,olivia.brown491@icloud.com,F005,BBQ Ribs Half Rack,food,23.99,1,91,157.91,2025,Qtr 3,July,5,T002963,23.99
Mains,olivia.brown491@icloud.com,F009,Fish Tacos,food,32.98,2,308,210.76,2025,Qtr 2,April,26,T002031,32.98
Mains,olivia.lin241@yahoo.com,F001,Classic Burger,food,17.99,1,89,223.9,2025,Qtr 3,August,23,T003651,17.99
Mains,olivia.lin241@yahoo.com,F004,Mac & Cheese,food,14.49,1,153,108.4,2025,Qtr 2,April,29,T002079,14.49
