transaction_id,total_bill_amount,email,transaction_date,quantity,time_spent_min,name,phone,loyalty_enrolled,loyalty_id,tier,points_earned,gender,age,birthday,occupation
T002502,35.48,camila.kowalski384@hotmail.com,4-Jun-25,3,88,Camila Kowalski,1-905-801-2778,Y,L000385,Frequent,3418,Female,43,28-May-82,Nurse
T002505,174.89,joseph.lopez252@icloud.com,4-Jun-25,14,94,Joseph Lopez,1-365-467-8855,Y,L000253,Frequent,7304,Female,43,18-Oct-82,Product Manager
T002514,178.2,chloe.wilson133@hotmail.com,5-Jun-25,12,85,Chloe Wilson,1-289-331-2942,Y,L000134,Frequent,6933,Female,26,22-Apr-99,Accountant
T002525,104.42,hannah.rodriguez220@icloud.com,6-Jun-25,9,78,Hannah Rodriguez,1-416-892-9652,Y,L000221,Frequent,6631,Female,18,10-Nov-07,Customer Service Rep
T002526,32.77,wyatt.tremblay450@yahoo.com,6-Jun-25,3,30,Wyatt Tremblay,1-905-706-2399,Y,L000451,Frequent,4353,Female,25,8-Dec-00,Nurse
T002533,54.46,avery.khan192@gmail.com,7-Jun-25,4,99,Avery Khan,1-365-926-2117,Y,L000193,Frequent,6201,Female,28,23-Jun-97,Teacher
T002548,32.28,hannah.rodriguez220@icloud.com,8-Jun-25,3,65,Hannah Rodriguez,1-416-892-9652,Y,L000221,Frequent,6631,Female,18,10-Nov-07,Customer Service Rep
T002556,12.99,harper.chen291@hotmail.com,8-Jun-25,2,99,Harper Chen,1-647-62-2450,Y,L000292,Frequent,6467,Female,23,5-Feb-02,Project Manager
T002573,6.98,aria.huang253@yahoo.com,9-Jun-25,2,92,Aria Huang,1-437-925-9598,Y,L000254,Frequent,6845,Female,29,18-Oct-96,Truck Driver
T002588,113.92,scarlett.singh428@yahoo.com,10-Jun-25,9,167,Scarlett Singh,1-289-229-3144,Y,L000429,Frequent,4655,Female,32,6-Oct-93,Customer Service Rep
T002589,22.48,layla.zhang187@gmail.com,10-Jun-25,3,65,Layla Zhang,1-416-269-3465,Y,L000188,Frequent,4961,Female,30,11-Mar-95,Barista
T002598,41.96,aria.lau174@yahoo.com,11-Jun-25,5,50,Aria Lau,1-437-933-6855,Y,L000175,Frequent,6974,Female,20,16-Dec-05,Consultant
T002599,122.46,layla.wilson194@icloud.com,11-Jun-25,7,142,Layla Wilson,1-905-539-1892,Y,L000195,Frequent,4937,Female,25,14-Aug-00,Sales Associate
T002600,90.95,riley.su49@hotmail.com,11-Jun-25,7,90,Riley Su,1-905-370-8947,Y,L000050,Frequent,7592,Female,40,17-Apr-85,Electrician
T002608,36.96,emily.nowak125@icloud.com,12-Jun-25,4,100,Emily Nowak,1-289-495-6686,Y,L000126,Frequent,7799,Female,30,15-Jun-95,Software Engineer
T002617,67.75,camila.patel33@yahoo.com,12-Jun-25,6,72,Camila Patel,1-647-807-3988,Y,L000034,Frequent,7051,Female,58,13-Jun-67,HR Coordinator
T002618,85.97,madison.ivanov444@hotmail.com,13-Jun-25,4,186,Madison Ivanov,1-647-173-3242,Y,L000445,Frequent,6146,Female,34,29-Apr-91,Student
T002623,63.45,aria.nowak10@icloud.com,13-Jun-25,8,136,Aria Nowak,1-437-980-7652,Y,L000011,Frequent,5417,Female,27,26-Aug-98,Barista
T002624,137.92,emma.singh275@gmail.com,13-Jun-25,9,116,Emma Singh,1-289-617-800,Y,L000276,Frequent,7291,Female,29,1-Sep-96,Operations Manager
T002636,97.94,aria.nowak10@icloud.com,14-Jun-25,8,95,Aria Nowak,1-437-980-7652,Y,L000011,Frequent,5417,Female,27,26-Aug-98,Barista
T002656,23.49,daniel.lopez257@gmail.com,14-Jun-25,3,139,Daniel Lopez,1-289-398-4325,Y,L000258,Frequent,6636,Female,38,30-Apr-87,Barista
T002661,50.47,logan.taylor85@hotmail.com,15-Jun-25,3,201,Logan Taylor,1-416-547-4614,Y,L000086,Frequent,7874,Female,31,9-Jun-94,Teacher
T002673,109.39,nora.huang38@yahoo.com,15-Jun-25,12,90,Nora Huang,1-437-499-6619,Y,L000039,Frequent,3020,Female,35,2-Mar-90,Sales Associate
T002679,110.4,luke.li135@yahoo.com,15-Jun-25,10,70,Luke Li,1-289-318-7814,Y,L000136,Frequent,5081,Female,29,23-Jan-96,Accountant
T002687,133.24,daniel.wong380@hotmail.com,16-Jun-25,11,89,Daniel Wong,1-416-288-7480,Y,L000381,Frequent,3945,Female,56,18-Mar-69,Customer Service Rep
T002696,127.4,henry.zhang139@gmail.com,17-Jun-25,14,139,Henry Zhang,1-647-291-4924,Y,L000140,Frequent,7972,Female,34,28-Sep-91,Graphic Designer
T002720,47.76,wyatt.tremblay128@hotmail.com,18-Jun-25,5,74,Wyatt Tremblay,1-289-634-1018,Y,L000129,Frequent,6982,Female,42,22-Jan-83,Truck Driver
T002741,62.96,daniel.wong380@hotmail.com,20-Jun-25,6,97,Daniel Wong,1-416-288-7480,Y,L000381,Frequent,3945,Female,56,18-Mar-69,Customer Service Rep
T002744,41.95,avery.lee137@outlook.com,21-Jun-25,6,103,Avery Lee,1-365-994-2359,Y,L000138,Frequent,5088,Female,21,15-Apr-04,Data Analyst
T002755,89.93,victoria.roy289@gmail.com,21-Jun-25,8,114,Victoria Roy,1-416-168-881,Y,L000290,Frequent,5704,Female,24,22-Dec-01,Electrician
T002759,67.46,sebastian.macdonald267@yahoo.com,21-Jun-25,5,54,Sebastian MacDonald,1-905-608-333,Y,L000268,Frequent,7144,Female,18,1-Nov-07,Customer Service Rep
T002797,77.23,emily.nowak125@icloud.com,24-Jun-25,7,30,Emily Nowak,1-289-495-6686,Y,L000126,Frequent,7799,Female,30,15-Jun-95,Software Engineer
T002803,110.45,matthew.khan286@icloud.com,24-Jun-25,7,157,Matthew Khan,1-416-281-7930,Y,L000287,Frequent,7831,Female,57,13-Jun-68,Graphic Designer
T002810,9.57,ava.liu81@icloud.com,24-Jun-25,3,87,Ava Liu,1-365-882-7495,Y,L000082,Frequent,4477,Female,36,19-Nov-89,Product Manager
T002811,33.27,henry.zhang139@gmail.com,25-Jun-25,4,104,Henry Zhang,1-647-291-4924,Y,L000140,Frequent,7972,Female,34,28-Sep-91,Graphic Designer
T002819,75.47,luna.khan281@gmail.com,26-Jun-25,6,119,Luna Khan,1-647-524-970,Y,L000282,Frequent,5246,Female,47,1-Dec-78,Nurse
T002821,78.25,harper.singh329@outlook.com,26-Jun-25,7,183,Harper Singh,1-647-178-8866,Y,L000330,Frequent,7472,Female,19,4-Aug-06,Software Engineer
T002828,46.75,aria.nowak10@icloud.com,26-Jun-25,6,59,Aria Nowak,1-437-980-7652,Y,L000011,Frequent,5417,Female,27,26-Aug-98,Barista
T002836,104.22,camila.chan443@hotmail.com,27-Jun-25,9,101,Camila Chan,1-437-42-2034,Y,L000444,Frequent,5978,Female,25,18-Jan-00,Consultant
T002840,72.45,lily.lee208@gmail.com,27-Jun-25,6,46,Lily Lee,1-437-360-856,Y,L000209,Frequent,7534,Female,33,3-Sep-92,HR Coordinator
T002846,39.98,samuel.johnson46@hotmail.com,27-Jun-25,3,115,Samuel Johnson,1-905-226-7562,Y,L000047,Frequent,5920,Female,47,8-Aug-78,Research Assistant
T002847,8.49,samuel.nguyen203@icloud.com,28-Jun-25,1,97,Samuel Nguyen,1-647-771-9295,Y,L000204,Frequent,2289,Female,41,3-May-84,Truck Driver
T002860,9.99,sebastian.macdonald267@yahoo.com,28-Jun-25,1,82,Sebastian MacDonald,1-905-608-333,Y,L000268,Frequent,7144,Female,18,1-Nov-07,Customer Service Rep
T002862,18.98,sophia.nguyen424@yahoo.com,28-Jun-25,2,154,Sophia Nguyen,1-647-837-1094,Y,L000425,Frequent,6461,Female,30,8-Jan-95,Software Engineer
T002867,19.48,zoey.su268@hotmail.com,28-Jun-25,2,101,Zoey Su,1-437-514-9050,Y,L000269,Frequent,5455,Female,22,3-Nov-03,Accountant
T002868,59.45,wyatt.tremblay128@hotmail.com,28-Jun-25,5,113,Wyatt Tremblay,1-289-634-1018,Y,L000129,Frequent,6982,Female,42,22-Jan-83,Truck Driver
T002871,42.96,samuel.johnson46@hotmail.com,29-Jun-25,5,109,Samuel Johnson,1-905-226-7562,Y,L000047,Frequent,5920,Female,47,8-Aug-78,Research Assistant
T002875,75.76,nora.li395@yahoo.com,29-Jun-25,15,30,Nora Li,1-289-115-5817,Y,L000396,Frequent,5497,Female,28,3-Oct-97,Data Analyst
T002883,161.38,luna.macdonald412@yahoo.com,29-Jun-25,13,62,Luna MacDonald,1-905-791-5786,Y,L000413,Frequent,7312,Female,28,11-Apr-97,Nurse
T002885,13.99,daniel.wong380@hotmail.com,29-Jun-25,2,50,Daniel Wong,1-416-288-7480,Y,L000381,Frequent,3945,Female,56,18-Mar-69,Customer Service Rep
T002892,12.49,chloe.park89@icloud.com,30-Jun-25,1,43,Chloe Park,1-365-710-8629,Y,L000090,Frequent,7536,Female,43,6-Oct-82,HR Coordinator
T002897,53.96,sophia.lam209@yahoo.com,30-Jun-25,4,85,Sophia Lam,1-437-392-1777,Y,L000210,Frequent,5646,Female,31,8-Nov-94,Barista
T002916,109.47,wyatt.tremblay450@yahoo.com,2-Jul-25,7,69,Wyatt Tremblay,1-905-706-2399,Y,L000451,Frequent,4353,Female,25,8-Dec-00,Nurse
T002926,20.99,aria.nowak10@icloud.com,3-Jul-25,3,119,Aria Nowak,1-437-980-7652,Y,L000011,Frequent,5417,Female,27,26-Aug-98,Barista
T002956,69.96,camila.chan443@hotmail.com,5-Jul-25,5,72,Camila Chan,1-437-42-2034,Y,L000444,Frequent,5978,Female,25,18-Jan-00,Consultant
T002961,29.47,layla.gonzalez4@icloud.com,5-Jul-25,4,96,Layla Gonzalez,1-647-702-2021,Y,L000005,Frequent,5245,Female,33,18-Feb-92,Software Engineer
T002969,30.99,samuel.johnson46@hotmail.com,6-Jul-25,3,110,Samuel Johnson,1-905-226-7562,Y,L000047,Frequent,5920,Female,47,8-Aug-78,Research Assistant
T002981,26.98,ava.chen323@outlook.com,7-Jul-25,3,45,Ava Chen,1-905-561-351,Y,L000324,Frequent,5101,Female,31,21-May-94,Product Manager
T002983,96.93,wyatt.tremblay450@yahoo.com,7-Jul-25,8,46,Wyatt Tremblay,1-905-706-2399,Y,L000451,Frequent,4353,Female,25,8-Dec-00,Nurse
T002986,156.69,harper.singh329@outlook.com,7-Jul-25,14,151,Harper Singh,1-647-178-8866,Y,L000330,Frequent,7472,Female,19,4-Aug-06,Software Engineer
T002987,99.96,lily.lee208@gmail.com,7-Jul-25,7,52,Lily Lee,1-437-360-856,Y,L000209,Frequent,7534,Female,33,3-Sep-92,HR Coordinator
T002991,31.46,camila.chan443@hotmail.com,8-Jul-25,4,84,Camila Chan,1-437-42-2034,Y,L000444,Frequent,5978,Female,25,18-Jan-00,Consultant
T003005,9.98,emily.gonzalez448@hotmail.com,9-Jul-25,2,132,Emily Gonzalez,1-365-738-9070,Y,L000449,Frequent,3172,Female,18,17-Jul-07,Accountant
T003012,57.95,chloe.wilson133@hotmail.com,9-Jul-25,6,85,Chloe Wilson,1-289-331-2942,Y,L000134,Frequent,6933,Female,26,22-Apr-99,Accountant
T003014,9.87,camila.patel33@yahoo.com,10-Jul-25,3,145,Camila Patel,1-647-807-3988,Y,L000034,Frequent,7051,Female,58,13-Jun-67,HR Coordinator
T003027,67.46,abigail.nowak26@outlook.com,11-Jul-25,6,131,Abigail Nowak,1-416-650-5510,Y,L000027,Frequent,6161,Female,34,9-Jul-91,Graphic Designer
T003067,16.98,chloe.wilson133@hotmail.com,13-Jul-25,2,131,Chloe Wilson,1-289-331-2942,Y,L000134,Frequent,6933,Female,26,22-Apr-99,Accountant
T003068,82.99,john.taylor88@hotmail.com,13-Jul-25,5,86,John Taylor,1-647-690-7231,Y,L000089,Frequent,5102,Female,44,1-Feb-81,Truck Driver
T003079,34.26,matthew.martin93@icloud.com,14-Jul-25,4,66,Matthew Martin,1-365-492-7636,Y,L000094,Frequent,4745,Female,25,5-Apr-00,Student
T003081,49.99,emily.gonzalez448@hotmail.com,14-Jul-25,4,112,Emily Gonzalez,1-365-738-9070,Y,L000449,Frequent,3172,Female,18,17-Jul-07,Accountant
T003088,106.42,aria.nowak10@icloud.com,15-Jul-25,9,112,Aria Nowak,1-437-980-7652,Y,L000011,Frequent,5417,Female,27,26-Aug-98,Barista
T003111,61.46,chloe.wilson133@hotmail.com,17-Jul-25,4,142,Chloe Wilson,1-289-331-2942,Y,L000134,Frequent,6933,Female,26,22-Apr-99,Accountant
T003124,9.99,nora.li395@yahoo.com,18-Jul-25,1,97,Nora Li,1-289-115-5817,Y,L000396,Frequent,5497,Female,28,3-Oct-97,Data Analyst
T003130,39.46,aria.huang253@yahoo.com,19-Jul-25,4,117,Aria Huang,1-437-925-9598,Y,L000254,Frequent,6845,Female,29,18-Oct-96,Truck Driver
T003143,26.76,aria.huang253@yahoo.com,19-Jul-25,4,131,Aria Huang,1-437-925-9598,Y,L000254,Frequent,6845,Female,29,18-Oct-96,Truck Driver
T003146,142.4,hannah.rodriguez220@icloud.com,19-Jul-25,13,102,Hannah Rodriguez,1-416-892-9652,Y,L000221,Frequent,6631,Female,18,10-Nov-07,Customer Service Rep
T003150,60.75,sophia.ivanov110@hotmail.com,19-Jul-25,6,133,Sophia Ivanov,1-647-483-7332,Y,L000111,Frequent,7219,Female,38,27-Jul-87,Truck Driver
T003155,14.98,emma.singh96@hotmail.com,20-Jul-25,3,49,Emma Singh,1-437-731-9198,Y,L000097,Frequent,6625,Female,30,6-Sep-95,HR Coordinator
T003158,79.54,sophia.lam209@yahoo.com,20-Jul-25,8,118,Sophia Lam,1-437-392-1777,Y,L000210,Frequent,5646,Female,31,8-Nov-94,Barista
T003183,101.76,samuel.nguyen203@icloud.com,21-Jul-25,8,122,Samuel Nguyen,1-647-771-9295,Y,L000204,Frequent,2289,Female,41,3-May-84,Truck Driver
T003185,121.41,samuel.roy108@gmail.com,22-Jul-25,12,45,Samuel Roy,1-437-602-6539,Y,L000109,Frequent,7736,Female,20,11-Apr-05,Operations Manager
T003191,130.65,matthew.nguyen305@yahoo.com,22-Jul-25,16,129,Matthew Nguyen,1-905-82-3901,Y,L000306,Frequent,6911,Female,18,19-Jul-07,Barista
T003197,62.48,abigail.nowak26@outlook.com,22-Jul-25,4,129,Abigail Nowak,1-416-650-5510,Y,L000027,Frequent,6161,Female,34,9-Jul-91,Graphic Designer
T003226,135.28,matthew.khan286@icloud.com,24-Jul-25,13,98,Matthew Khan,1-416-281-7930,Y,L000287,Frequent,7831,Female,57,13-Jun-68,Graphic Designer
T003230,64.94,chloe.wilson133@hotmail.com,25-Jul-25,6,111,Chloe Wilson,1-289-331-2942,Y,L000134,Frequent,6933,Female,26,22-Apr-99,Accountant
T003232,39.96,daniel.lopez257@gmail.com,25-Jul-25,5,89,Daniel Lopez,1-289-398-4325,Y,L000258,Frequent,6636,Female,38,30-Apr-87,Barista
T003233,89.44,joseph.lopez252@icloud.com,25-Jul-25,6,97,Joseph Lopez,1-365-467-8855,Y,L000253,Frequent,7304,Female,43,18-Oct-82,Product Manager
T003236,44.48,charlotte.anderson449@yahoo.com,25-Jul-25,3,121,Charlotte Anderson,1-437-881-7274,Y,L000450,Frequent,3157,Female,39,1-Feb-86,Sales Associate
T003245,51.46,chloe.wilson133@hotmail.com,26-Jul-25,4,143,Chloe Wilson,1-289-331-2942,Y,L000134,Frequent,6933,Female,26,22-Apr-99,Accountant
T003258,16.98,hannah.rodriguez220@icloud.com,26-Jul-25,2,71,Hannah Rodriguez,1-416-892-9652,Y,L000221,Frequent,6631,Female,18,10-Nov-07,Customer Service Rep
T003261,146.73,emily.gonzalez448@hotmail.com,27-Jul-25,9,88,Emily Gonzalez,1-365-738-9070,Y,L000449,Frequent,3172,Female,18,17-Jul-07,Accountant
T003264,95.23,sophia.nguyen424@yahoo.com,27-Jul-25,9,208,Sophia Nguyen,1-647-837-1094,Y,L000425,Frequent,6461,Female,30,8-Jan-95,Software Engineer
T003267,47.97,luke.li135@yahoo.com,27-Jul-25,3,126,Luke Li,1-289-318-7814,Y,L000136,Frequent,5081,Female,29,23-Jan-96,Accountant
T003287,101.91,emma.singh96@hotmail.com,28-Jul-25,10,110,Emma Singh,1-437-731-9198,Y,L000097,Frequent,6625,Female,30,6-Sep-95,HR Coordinator
T003291,19.98,matthew.martin93@icloud.com,28-Jul-25,2,47,Matthew Martin,1-365-492-7636,Y,L000094,Frequent,4745,Female,25,5-Apr-00,Student
T003294,46.96,chloe.wilson133@hotmail.com,28-Jul-25,4,133,Chloe Wilson,1-289-331-2942,Y,L000134,Frequent,6933,Female,26,22-Apr-99,Accountant
T003302,103.76,aria.huang253@yahoo.com,29-Jul-25,7,81,Aria Huang,1-437-925-9598,Y,L000254,Frequent,6845,Female,29,18-Oct-96,Truck Driver
T003310,9.57,joseph.lopez252@icloud.com,29-Jul-25,3,78,Joseph Lopez,1-365-467-8855,Y,L000253,Frequent,7304,Female,43,18-Oct-82,Product Manager
T003314,150.91,camila.chan443@hotmail.com,29-Jul-25,13,59,Camila Chan,1-437-42-2034,Y,L000444,Frequent,5978,Female,25,18-Jan-00,Consultant
T003320,174.43,madison.ivanov444@hotmail.com,30-Jul-25,11,93,Madison Ivanov,1-647-173-3242,Y,L000445,Frequent,6146,Female,34,29-Apr-91,Student
T003328,59.74,henry.zhang139@gmail.com,31-Jul-25,6,91,Henry Zhang,1-647-291-4924,Y,L000140,Frequent,7972,Female,34,28-Sep-91,Graphic Designer
T003333,183.36,samuel.roy108@gmail.com,31-Jul-25,16,109,Samuel Roy,1-437-602-6539,Y,L000109,Frequent,7736,Female,20,11-Apr-05,Operations Manager
T003362,85.47,scarlett.singh428@yahoo.com,2-Aug-25,5,122,Scarlett Singh,1-289-229-3144,Y,L000429,Frequent,4655,Female,32,6-Oct-93,Customer Service Rep
T003375,129.67,avery.lee137@outlook.com,3-Aug-25,14,42,Avery Lee,1-365-994-2359,Y,L000138,Frequent,5088,Female,21,15-Apr-04,Data Analyst
T003383,25.96,charlotte.tremblay318@yahoo.com,3-Aug-25,5,152,Charlotte Tremblay,1-437-466-4386,Y,L000319,Frequent,4630,Female,38,18-Apr-87,Teacher
T003388,56.82,david.white374@gmail.com,4-Aug-25,8,106,David White,1-647-957-6837,Y,L000375,Frequent,5300,Female,24,19-Jan-01,Student
T003393,149.41,harper.chen291@hotmail.com,4-Aug-25,13,69,Harper Chen,1-647-62-2450,Y,L000292,Frequent,6467,Female,23,5-Feb-02,Project Manager
T003395,4.99,samuel.roy108@gmail.com,4-Aug-25,1,109,Samuel Roy,1-437-602-6539,Y,L000109,Frequent,7736,Female,20,11-Apr-05,Operations Manager
T003399,95.03,harper.singh329@outlook.com,4-Aug-25,8,112,Harper Singh,1-647-178-8866,Y,L000330,Frequent,7472,Female,19,4-Aug-06,Software Engineer
T003404,27.98,daniel.wong380@hotmail.com,5-Aug-25,3,68,Daniel Wong,1-416-288-7480,Y,L000381,Frequent,3945,Female,56,18-Mar-69,Customer Service Rep
T003405,179.71,matthew.huang36@outlook.com,5-Aug-25,12,116,Matthew Huang,1-416-191-9214,Y,L000037,Frequent,4886,Female,32,30-Sep-93,Research Assistant
T003417,27.47,camila.chan443@hotmail.com,6-Aug-25,4,157,Camila Chan,1-437-42-2034,Y,L000444,Frequent,5978,Female,25,18-Jan-00,Consultant
T003420,83.95,aria.nowak10@icloud.com,6-Aug-25,6,137,Aria Nowak,1-437-980-7652,Y,L000011,Frequent,5417,Female,27,26-Aug-98,Barista
T003422,39.47,henry.roy106@hotmail.com,6-Aug-25,3,41,Henry Roy,1-905-751-5907,Y,L000107,Frequent,7656,Female,21,8-Apr-04,Nurse
T003426,140.17,william.khan206@hotmail.com,7-Aug-25,14,39,William Khan,1-647-748-3789,Y,L000207,Frequent,4639,Female,35,26-Dec-90,Marketing Specialist
T003439,123.41,luna.macdonald412@yahoo.com,8-Aug-25,11,131,Luna MacDonald,1-905-791-5786,Y,L000413,Frequent,7312,Female,28,11-Apr-97,Nurse
T003446,36.46,victoria.huang183@outlook.com,9-Aug-25,4,122,Victoria Huang,1-289-616-5265,Y,L000184,Frequent,4853,Female,24,8-Jun-01,Customer Service Rep
T003448,70.93,riley.su49@hotmail.com,9-Aug-25,7,44,Riley Su,1-905-370-8947,Y,L000050,Frequent,7592,Female,40,17-Apr-85,Electrician
T003458,55.45,avery.lee137@outlook.com,9-Aug-25,6,97,Avery Lee,1-365-994-2359,Y,L000138,Frequent,5088,Female,21,15-Apr-04,Data Analyst
T003462,30.97,samuel.johnson46@hotmail.com,9-Aug-25,3,65,Samuel Johnson,1-905-226-7562,Y,L000047,Frequent,5920,Female,47,8-Aug-78,Research Assistant
T003475,35.97,aria.lau174@yahoo.com,10-Aug-25,3,30,Aria Lau,1-437-933-6855,Y,L000175,Frequent,6974,Female,20,16-Dec-05,Consultant
T003485,45.45,aria.huang253@yahoo.com,11-Aug-25,5,66,Aria Huang,1-437-925-9598,Y,L000254,Frequent,6845,Female,29,18-Oct-96,Truck Driver
T003489,73.94,zoey.su268@hotmail.com,11-Aug-25,7,58,Zoey Su,1-437-514-9050,Y,L000269,Frequent,5455,Female,22,3-Nov-03,Accountant
T003506,102.44,sebastian.macdonald267@yahoo.com,12-Aug-25,7,73,Sebastian MacDonald,1-905-608-333,Y,L000268,Frequent,7144,Female,18,1-Nov-07,Customer Service Rep
T003509,63.24,harper.chen291@hotmail.com,12-Aug-25,9,87,Harper Chen,1-647-62-2450,Y,L000292,Frequent,6467,Female,23,5-Feb-02,Project Manager
T003524,116.29,harper.chen291@hotmail.com,13-Aug-25,11,145,Harper Chen,1-647-62-2450,Y,L000292,Frequent,6467,Female,23,5-Feb-02,Project Manager
T003532,215.38,daniel.lopez257@gmail.com,14-Aug-25,17,142,Daniel Lopez,1-289-398-4325,Y,L000258,Frequent,6636,Female,38,30-Apr-87,Barista
T003540,72.47,matthew.martin93@icloud.com,14-Aug-25,5,121,Matthew Martin,1-365-492-7636,Y,L000094,Frequent,4745,Female,25,5-Apr-00,Student
T003546,82.24,emily.gonzalez448@hotmail.com,15-Aug-25,7,72,Emily Gonzalez,1-365-738-9070,Y,L000449,Frequent,3172,Female,18,17-Jul-07,Accountant
T003558,134.88,luke.li135@yahoo.com,15-Aug-25,12,70,Luke Li,1-289-318-7814,Y,L000136,Frequent,5081,Female,29,23-Jan-96,Accountant
T003559,75.48,aria.lau174@yahoo.com,16-Aug-25,4,102,Aria Lau,1-437-933-6855,Y,L000175,Frequent,6974,Female,20,16-Dec-05,Consultant
T003565,14.98,samuel.roy108@gmail.com,16-Aug-25,3,89,Samuel Roy,1-437-602-6539,Y,L000109,Frequent,7736,Female,20,11-Apr-05,Operations Manager
T003587,24.46,madison.ivanov444@hotmail.com,18-Aug-25,5,92,Madison Ivanov,1-647-173-3242,Y,L000445,Frequent,6146,Female,34,29-Apr-91,Student
T003618,57.99,emma.singh96@hotmail.com,20-Aug-25,3,122,Emma Singh,1-437-731-9198,Y,L000097,Frequent,6625,Female,30,6-Sep-95,HR Coordinator
T003632,150.89,emma.singh275@gmail.com,22-Aug-25,14,80,Emma Singh,1-289-617-800,Y,L000276,Frequent,7291,Female,29,1-Sep-96,Operations Manager
T003643,83.24,logan.taylor85@hotmail.com,22-Aug-25,7,114,Logan Taylor,1-416-547-4614,Y,L000086,Frequent,7874,Female,31,9-Jun-94,Teacher
T003652,59.04,aria.nowak10@icloud.com,23-Aug-25,6,107,Aria Nowak,1-437-980-7652,Y,L000011,Frequent,5417,Female,27,26-Aug-98,Barista
T003659,48.93,harper.chen291@hotmail.com,23-Aug-25,7,105,Harper Chen,1-647-62-2450,Y,L000292,Frequent,6467,Female,23,5-Feb-02,Project Manager
T003660,104.71,sophia.nguyen424@yahoo.com,23-Aug-25,10,89,Sophia Nguyen,1-647-837-1094,Y,L000425,Frequent,6461,Female,30,8-Jan-95,Software Engineer
T003663,17.48,abigail.nowak26@outlook.com,23-Aug-25,2,81,Abigail Nowak,1-416-650-5510,Y,L000027,Frequent,6161,Female,34,9-Jul-91,Graphic Designer
T003665,93.94,layla.gonzalez4@icloud.com,23-Aug-25,7,51,Layla Gonzalez,1-647-702-2021,Y,L000005,Frequent,5245,Female,33,18-Feb-92,Software Engineer
T003673,67.46,aria.huang253@yahoo.com,24-Aug-25,5,65,Aria Huang,1-437-925-9598,Y,L000254,Frequent,6845,Female,29,18-Oct-96,Truck Driver
T003676,107.19,matthew.nguyen305@yahoo.com,24-Aug-25,11,107,Matthew Nguyen,1-905-82-3901,Y,L000306,Frequent,6911,Female,18,19-Jul-07,Barista
T003677,27.98,david.white374@gmail.com,24-Aug-25,2,141,David White,1-647-957-6837,Y,L000375,Frequent,5300,Female,24,19-Jan-01,Student
T003691,21.48,grace.lopez418@outlook.com,25-Aug-25,3,116,Grace Lopez,1-437-294-4015,Y,L000419,Frequent,7538,Female,44,7-Jun-81,Operations Manager
T003692,127.46,madison.ivanov444@hotmail.com,25-Aug-25,9,104,Madison Ivanov,1-647-173-3242,Y,L000445,Frequent,6146,Female,34,29-Apr-91,Student
T003704,153.42,avery.lee137@outlook.com,25-Aug-25,13,115,Avery Lee,1-365-994-2359,Y,L000138,Frequent,5088,Female,21,15-Apr-04,Data Analyst
T003711,72.44,aria.huang253@yahoo.com,26-Aug-25,7,123,Aria Huang,1-437-925-9598,Y,L000254,Frequent,6845,Female,29,18-Oct-96,Truck Driver
T003712,216.39,charlotte.tremblay318@yahoo.com,26-Aug-25,14,134,Charlotte Tremblay,1-437-466-4386,Y,L000319,Frequent,4630,Female,38,18-Apr-87,Teacher
T003719,12.48,aria.nowak10@icloud.com,26-Aug-25,2,106,Aria Nowak,1-437-980-7652,Y,L000011,Frequent,5417,Female,27,26-Aug-98,Barista
T003761,34.48,charlotte.tremblay318@yahoo.com,29-Aug-25,3,65,Charlotte Tremblay,1-437-466-4386,Y,L000319,Frequent,4630,Female,38,18-Apr-87,Teacher
T003762,145.94,henry.roy106@hotmail.com,29-Aug-25,8,66,Henry Roy,1-905-751-5907,Y,L000107,Frequent,7656,Female,21,8-Apr-04,Nurse
T003770,41.96,john.taylor88@hotmail.com,30-Aug-25,5,85,John Taylor,1-647-690-7231,Y,L000089,Frequent,5102,Female,44,1-Feb-81,Truck Driver
T003776,35.47,aria.tremblay406@icloud.com,30-Aug-25,4,34,Aria Tremblay,1-289-706-9509,Y,L000407,Frequent,5334,Female,33,1-Jun-92,Consultant
T003779,105.93,joseph.lopez252@icloud.com,30-Aug-25,9,93,Joseph Lopez,1-365-467-8855,Y,L000253,Frequent,7304,Female,43,18-Oct-82,Product Manager
T003786,18.28,victoria.huang183@outlook.com,30-Aug-25,2,67,Victoria Huang,1-289-616-5265,Y,L000184,Frequent,4853,Female,24,8-Jun-01,Customer Service Rep
T003788,17.78,chloe.wilson133@hotmail.com,30-Aug-25,2,135,Chloe Wilson,1-289-331-2942,Y,L000134,Frequent,6933,Female,26,22-Apr-99,Accountant
T003791,65.26,ava.liu81@icloud.com,30-Aug-25,6,79,Ava Liu,1-365-882-7495,Y,L000082,Frequent,4477,Female,36,19-Nov-89,Product Manager
T003792,18.98,chloe.park89@icloud.com,30-Aug-25,2,108,Chloe Park,1-365-710-8629,Y,L000090,Frequent,7536,Female,43,6-Oct-82,HR Coordinator
T003796,107.95,daniel.lopez257@gmail.com,30-Aug-25,7,134,Daniel Lopez,1-289-398-4325,Y,L000258,Frequent,6636,Female,38,30-Apr-87,Barista
T003801,47.46,hannah.rodriguez220@icloud.com,31-Aug-25,4,30,Hannah Rodriguez,1-416-892-9652,Y,L000221,Frequent,6631,Female,18,10-Nov-07,Customer Service Rep
